forecastdate,state,district,special,candidate,party,incumbent,model,win_probability,voteshare,p10_voteshare,p90_voteshare
2018-10-03,IL,10,,Bradley Schneider,D,true,classic,0.9997,66.38,61.27,71.52
2018-10-03,IL,10,,Douglas R. Bennett,R,false,classic,0.0003,33.62,28.48,38.73
2018-10-03,IL,11,,Bill Foster,D,true,classic,0.9996,67.29,62.16,72.35
2018-10-03,IL,11,,Nick Stella,R,false,classic,0.0004,32.71,27.65,37.84
2018-10-03,IL,12,,Mike Bost,R,true,classic,0.6313,49.54,44.85,54.2
2018-10-03,IL,12,,Brendan Kelly,D,false,classic,0.3687,47.29,42.56,51.94
2018-10-03,IL,12,,Randy Auxier,GRE,false,classic,0.0,3.18,1.01,5.87
2018-10-03,IL,13,,Rodney Davis,R,true,classic,0.719,51.94,47.59,56.27
2018-10-03,IL,13,,Betsy Dirksen Londrigan,D,false,classic,0.281,48.06,43.73,52.41
2018-10-03,IL,14,,Randy Hultgren,R,true,classic,0.6757,51.55,47.11,56.01
2018-10-03,IL,14,,Lauren Underwood,D,false,classic,0.3243,48.45,43.99,52.89
2018-10-03,IL,15,,John Shimkus,R,true,classic,0.9999,69.08,63.77,74.39
2018-10-03,IL,15,,Kevin Gaither,D,false,classic,0.0001,30.92,25.61,36.23
2018-10-03,IL,16,,Adam Kinzinger,R,true,classic,0.9868,59.38,54.27,64.53
2018-10-03,IL,16,,Sara Dady,D,false,classic,0.0132,40.62,35.47,45.73
2018-10-03,IL,17,,Cheri Bustos,D,true,classic,0.9993,64.68,59.73,69.58
2018-10-03,IL,17,,William W. Fawell,R,false,classic,0.0007,35.32,30.42,40.27
2018-10-03,IL,18,,Darin LaHood,R,true,classic,0.9998,67.56,62.64,72.48
2018-10-03,IL,18,,Junius Rodriguez,D,false,classic,0.0002,32.44,27.52,37.36
2018-10-03,IN,1,,Peter Visclosky,D,true,classic,0.9999,68.53,63.56,73.53
2018-10-03,IN,1,,Mark Leyva,R,false,classic,0.0001,31.47,26.47,36.44
2018-10-03,IN,2,,Jackie Walorski,R,true,classic,0.9529,56.8,51.67,62.04
2018-10-03,IN,2,,Mel Hall,D,false,classic,0.0471,43.2,37.96,48.33
2018-10-03,IN,3,,Jim Banks,R,true,classic,0.9976,61.67,56.93,66.47
2018-10-03,IN,3,,Courtney Tritch,D,false,classic,0.0024,38.33,33.53,43.07
2018-10-03,IN,4,,Jim Baird,R,false,classic,0.9954,61.22,56.18,66.22
2018-10-03,IN,4,,Tobi Beck,D,false,classic,0.0046,38.78,33.78,43.82
2018-10-03,IN,5,,Susan W. Brooks,R,true,classic,0.9925,59.89,55.06,64.73
2018-10-03,IN,5,,Dee Thornton,D,false,classic,0.0075,40.11,35.27,44.94
2018-10-03,IN,6,,Greg Pence,R,false,classic,0.9995,63.8,58.35,69.2
2018-10-03,IN,6,,Jeannine Lee Lake,D,false,classic,0.0005,32.3,26.89,37.71
2018-10-03,IN,6,,Tom Ferkinhoff,LIB,false,classic,0.0,3.89,1.34,7.01
2018-10-03,IN,7,,André Carson,D,true,classic,0.9999,68.24,63.28,73.2
2018-10-03,IN,7,,"Wayne ""Gunny"" Harmon",R,false,classic,0.0001,31.76,26.8,36.72
2018-10-03,IN,8,,Larry Bucshon,R,true,classic,0.9951,61.23,56.12,66.33
2018-10-03,IN,8,,William Tanoos,D,false,classic,0.0049,38.77,33.67,43.88
2018-10-03,IN,9,,Trey Hollingsworth,R,true,classic,0.8138,53.42,48.45,58.31
2018-10-03,IN,9,,Liz Watson,D,false,classic,0.1862,46.58,41.69,51.55
2018-10-03,KS,1,,Roger Marshall,R,true,classic,0.9997,67.58,62.02,73.1
2018-10-03,KS,1,,Alan LaPolice,D,false,classic,0.0003,32.42,26.9,37.98
2018-10-03,KS,2,,Steve Watkins,R,false,classic,0.5204,47.95,43.21,52.63
2018-10-03,KS,2,,Paul Davis,D,false,classic,0.4796,47.62,42.91,52.27
2018-10-03,KS,2,,Kelly Standley,LIB,false,classic,0.0,4.42,1.6,7.84
2018-10-03,KS,3,,Sharice Davids,D,false,classic,0.5111,48.6,43.69,53.42
2018-10-03,KS,3,,Kevin Yoder,R,true,classic,0.4888,48.4,43.54,53.27
2018-10-03,KS,3,,Chris Clemmons,LIB,false,classic,0.0,3.0,0.92,5.59
2018-10-03,KS,4,,Ron Estes,R,true,classic,0.9844,58.04,53.49,62.48
2018-10-03,KS,4,,James A. Thompson,D,false,classic,0.0156,41.96,37.52,46.51
2018-10-03,KY,1,,James Comer,R,true,classic,0.9999,68.54,63.3,73.72
2018-10-03,KY,1,,Paul Walker,D,false,classic,0.0001,31.46,26.28,36.7
2018-10-03,KY,2,,Brett S. Guthrie,R,true,classic,0.9992,62.73,57.55,67.86
2018-10-03,KY,2,,Hank Linderman,D,false,classic,0.0007,34.23,29.05,39.37
2018-10-03,KY,2,,Thomas Loecken,IND,false,classic,0.0,3.04,0.94,5.65
2018-10-03,KY,3,,John A. Yarmuth,D,true,classic,0.9964,59.78,54.74,64.76
2018-10-03,KY,3,,Vickie Glisson,R,false,classic,0.0036,37.3,32.25,42.33
2018-10-03,KY,3,,Gregory Boles,LIB,false,classic,0.0,2.92,0.88,5.46
2018-10-03,KY,4,,Thomas Massie,R,true,classic,0.9995,63.44,58.35,68.45
2018-10-03,KY,4,,Seth Hall,D,false,classic,0.0005,33.54,28.48,38.59
2018-10-03,KY,4,,Mike Moffett,IND,false,classic,0.0,3.02,0.94,5.6
2018-10-03,KY,5,,Harold Rogers,R,true,classic,1.0,74.82,69.13,80.43
2018-10-03,KY,5,,Kenneth S. Stepp,D,false,classic,0.0,25.18,19.57,30.87
2018-10-03,KY,6,,Andy Barr,R,true,classic,0.616,49.39,45.15,53.64
2018-10-03,KY,6,,Amy McGrath,D,false,classic,0.384,47.59,43.29,51.8
2018-10-03,KY,6,,Others,,false,classic,0.0,3.01,0.92,5.61
2018-10-03,LA,1,,Steve Scalise,R,true,classic,1.0,68.82,60.85,77.37
2018-10-03,LA,1,,Jim Francis,D,false,classic,0.0,11.36,6.06,16.78
2018-10-03,LA,1,,Tammy M. Savoie,D,false,classic,0.0,9.73,4.83,14.87
2018-10-03,LA,1,,Lee Ann Dugas,D,false,classic,0.0,6.98,3.04,11.31
2018-10-03,LA,1,,Others,,false,classic,0.0,3.11,0.96,5.82
2018-10-03,LA,2,,Cedric Richmond,D,true,classic,1.0,84.73,77.68,91.2
2018-10-03,LA,2,,Others,,false,classic,0.0,15.27,8.8,22.32
2018-10-03,LA,3,,Clay Higgins,R,true,classic,0.9948,55.32,47.43,63.99
2018-10-03,LA,3,,Josh Guillory,R,false,classic,0.0043,12.1,6.96,17.39
2018-10-03,LA,3,,Aaron Andrus,LIB,false,classic,0.0004,4.15,1.47,7.43
2018-10-03,LA,3,,Mimi Methvin,D,false,classic,0.0003,13.51,7.42,19.72
2018-10-03,LA,3,,Larry Rader,D,false,classic,0.0001,4.21,1.42,7.56
2018-10-03,LA,3,,Rob Anderson,D,false,classic,0.0001,8.42,3.84,13.34
2018-10-03,LA,3,,Verone Thomas,D,false,classic,0.0,2.28,0.59,4.47
2018-10-03,LA,4,,Mike Johnson,R,true,classic,0.9988,62.32,56.92,67.66
2018-10-03,LA,4,,Ryan Trundle,D,false,classic,0.0012,34.93,29.53,40.32
2018-10-03,LA,4,,Mark Halverson,I,false,classic,0.0,2.76,0.81,5.24
2018-10-03,LA,5,,Ralph Abraham,R,true,classic,0.9996,63.82,58.5,69.05
2018-10-03,LA,5,,Jessee Carlton Fleenor,D,false,classic,0.0004,33.03,27.79,38.31
2018-10-03,LA,5,,Others,,false,classic,0.0,3.15,0.98,5.87
2018-10-03,LA,6,,Garrett Graves,R,true,classic,0.9999,65.49,57.65,74.08
2018-10-03,LA,6,,Justin DeWitt,D,false,classic,0.0001,19.03,12.44,25.36
2018-10-03,LA,6,,Andie Saizan,D,false,classic,0.0,12.96,7.38,18.62
2018-10-03,LA,6,,Devin Lance Graham,I,false,classic,0.0,2.51,0.71,4.79
2018-10-03,MA,1,,Richard E. Neal,D,true,classic,1.0,100.0,100.0,100.0
2018-10-03,MA,2,,James McGovern,D,true,classic,1.0,70.33,65.13,75.54
2018-10-03,MA,2,,Tracy Lovvorn,R,false,classic,0.0,29.67,24.46,34.87
2018-10-03,MA,3,,Lori Trahan,D,false,classic,0.9992,63.46,57.85,69.0
2018-10-03,MA,3,,Rick Green,R,false,classic,0.0007,32.69,27.12,38.18
2018-10-03,MA,3,,Michael P. Mullen,IND,false,classic,0.0,3.84,1.32,6.93
2018-10-03,MA,4,,Joseph P. Kennedy III,D,true,classic,1.0,100.0,100.0,100.0
2018-10-03,MA,5,,Katherine Clark,D,true,classic,1.0,76.06,70.84,81.29
2018-10-03,MA,5,,John Hugo,R,false,classic,0.0,23.94,18.71,29.16
2018-10-03,MA,6,,Seth Moulton,D,true,classic,0.9998,66.93,61.28,72.5
2018-10-03,MA,6,,Joseph S. Schneider,R,false,classic,0.0002,29.82,24.19,35.44
2018-10-03,MA,6,,Mary Jean Charbonneau,IND,false,classic,0.0,3.25,1.03,6.03
2018-10-03,MA,7,,Ayanna Pressley,D,false,classic,1.0,100.0,100.0,100.0
2018-10-03,MA,8,,Stephen F. Lynch,D,true,classic,1.0,100.0,100.0,100.0
2018-10-03,MA,9,,William Keating,D,true,classic,0.9942,61.61,56.25,66.88
2018-10-03,MA,9,,Peter D. Tedeschi,R,false,classic,0.0058,38.39,33.12,43.75
2018-10-03,MD,1,,Andy Harris,R,true,classic,0.9949,59.59,54.16,65.0
2018-10-03,MD,1,,Jesse Colvin,D,false,classic,0.0051,37.17,31.75,42.55
2018-10-03,MD,1,,Jenica Martin,LIB,false,classic,0.0,3.24,1.02,6.01
2018-10-03,MD,2,,C. A. Dutch Ruppersberger,D,true,classic,0.9999,66.66,61.4,71.89
2018-10-03,MD,2,,Liz Matory,R,false,classic,0.0001,29.8,24.53,35.02
2018-10-03,MD,2,,Others,,false,classic,0.0,3.54,1.16,6.44
2018-10-03,MD,3,,John P. Sarbanes,D,true,classic,0.9999,67.64,62.39,72.85
2018-10-03,MD,3,,Charles Anthony,R,false,classic,0.0001,29.18,23.93,34.4
2018-10-03,MD,3,,David Lashar,LIB,false,classic,0.0,3.18,1.0,5.89
2018-10-03,MD,4,,Anthony Brown,D,true,classic,1.0,77.51,72.38,82.5
2018-10-03,MD,4,,David Bishop,LIB,false,classic,0.0,3.48,1.12,6.39
2018-10-03,MD,4,,George McDermott,R,false,classic,0.0,19.02,14.05,24.08
2018-10-03,MD,5,,Steny H. Hoyer,D,true,classic,1.0,69.9,64.78,74.97
2018-10-03,MD,5,,William A. Devine III,R,false,classic,0.0,26.48,21.4,31.59
2018-10-03,MD,5,,Others,,false,classic,0.0,3.62,1.2,6.56
2018-10-03,MD,6,,David Trone,D,false,classic,0.9922,58.21,52.89,63.42
2018-10-03,MD,6,,Amie Hoeber,R,false,classic,0.0078,37.8,32.55,43.05
2018-10-03,MD,6,,Others,,false,classic,0.0,3.98,1.38,7.19
2018-10-03,MD,7,,Elijah Cummings,D,true,classic,1.0,76.32,71.25,81.31
2018-10-03,MD,7,,David Griggs,LIB,false,classic,0.0,3.45,1.13,6.31
2018-10-03,MD,7,,Richmond Davis,R,false,classic,0.0,20.23,15.15,25.26
2018-10-03,MD,8,,Jamie Raskin,D,true,classic,0.9999,68.43,63.18,73.64
2018-10-03,MD,8,,John Walsh,R,false,classic,0.0001,28.36,23.14,33.53
2018-10-03,MD,8,,Jasen Wunder,LIB,false,classic,0.0,3.22,1.02,5.92
2018-10-03,ME,1,,Chellie Pingree,D,true,classic,0.9973,61.25,55.72,66.81
2018-10-03,ME,1,,Mark Holbrook,R,false,classic,0.0027,35.31,29.72,40.83
2018-10-03,ME,1,,Marty Grohman,IND,false,classic,0.0,3.44,1.1,6.33
2018-10-03,ME,2,,Bruce Poliquin,R,true,classic,0.6452,49.69,44.85,54.48
2018-10-03,ME,2,,Jared Golden,D,false,classic,0.3548,47.04,42.21,51.84
2018-10-03,ME,2,,Others,,false,classic,0.0,3.26,1.03,6.07
2018-10-03,MI,1,,Jack Bergman,R,true,classic,0.8444,54.28,48.89,59.6
2018-10-03,MI,1,,Matt Morgan,D,false,classic,0.1556,45.72,40.4,51.11
2018-10-03,MI,2,,Bill Huizenga,R,true,classic,0.9584,55.5,50.31,60.7
2018-10-03,MI,2,,Rob Davidson,D,false,classic,0.0416,41.54,36.34,46.73
2018-10-03,MI,2,,Ronald E. Graeser,US Taxpayers,false,classic,0.0,2.95,0.91,5.57
2018-10-03,MI,3,,Justin Amash,R,true,classic,0.9866,57.75,52.56,62.95
2018-10-03,MI,3,,Cathy Albro,D,false,classic,0.0134,39.36,34.15,44.56
2018-10-03,MI,3,,Ted Gerrard,US Taxpayers,false,classic,0.0,2.89,0.86,5.41
2018-10-03,MI,4,,John Moolenaar,R,true,classic,0.9976,63.06,57.74,68.33
2018-10-03,MI,4,,Jerry Hilliard,D,false,classic,0.0024,36.94,31.67,42.26
2018-10-03,MI,5,,Daniel Kildee,D,true,classic,0.9994,64.04,58.56,69.51
2018-10-03,MI,5,,Travis Wines,R,false,classic,0.0006,33.09,27.6,38.55
2018-10-03,MI,5,,Kathy Goodwin,Working Class,false,classic,0.0,2.87,0.86,5.39
2018-10-03,MI,6,,Fred Upton,R,true,classic,0.8847,52.64,48.18,57.09
2018-10-03,MI,6,,Matt Longjohn,D,false,classic,0.1153,44.72,40.25,49.12
2018-10-03,MI,6,,Stephen J. Young,US Taxpayers,false,classic,0.0,2.64,0.76,5.02
2018-10-03,MI,7,,Tim Walberg,R,true,classic,0.6526,51.45,46.46,56.41
2018-10-03,MI,7,,Gretchen Driskell,D,false,classic,0.3474,48.55,43.59,53.54
2018-10-03,MI,8,,Elissa Slotkin,D,false,classic,0.5203,48.66,44.19,53.13
2018-10-03,MI,8,,Mike Bishop,R,true,classic,0.4797,48.28,43.8,52.73
2018-10-03,MI,8,,Others,,false,classic,0.0,3.06,0.94,5.7
2018-10-03,MI,9,,Andy Levin,D,false,classic,0.9943,58.9,53.59,64.15
2018-10-03,MI,9,,Candius Stearns,R,false,classic,0.0057,37.33,32.05,42.64
2018-10-03,MI,9,,Others,,false,classic,0.0,3.76,1.26,6.81
2018-10-03,MI,10,,Paul Mitchell,R,true,classic,0.9986,62.29,56.86,67.69
2018-10-03,MI,10,,Kimberly Bizon,D,false,classic,0.0014,34.29,28.86,39.75
2018-10-03,MI,10,,Others,,false,classic,0.0,3.41,1.11,6.28
2018-10-03,MI,11,,Haley Stevens,D,false,classic,0.8014,51.38,45.81,56.9
2018-10-03,MI,11,,Lena Epstein,R,false,classic,0.1986,44.55,38.96,50.06
2018-10-03,MI,11,,Others,,false,classic,0.0,4.07,1.44,7.27
2018-10-03,MI,12,,Debbie Dingell,D,true,classic,1.0,68.58,63.39,73.71
2018-10-03,MI,12,,Jeff Jones,R,false,classic,0.0,28.01,22.86,33.19
2018-10-03,MI,12,,Others,,false,classic,0.0,3.41,1.11,6.3
2018-10-03,MI,13,,Rashida Tlaib,D,false,classic,1.0,85.28,78.32,91.59
2018-10-03,MI,13,,Others,,false,classic,0.0,14.72,8.41,21.68
2018-10-03,MI,14,,Brenda Lawrence,D,true,classic,1.0,79.07,73.89,84.16
2018-10-03,MI,14,,Philip Kolody,Working Class,false,classic,0.0,3.36,1.08,6.18
2018-10-03,MI,14,,Marc S. Herschfus,R,false,classic,0.0,17.57,12.44,22.73
2018-10-03,MN,1,,Jim Hagedorn,R,false,classic,0.6756,51.8,46.71,56.8
2018-10-03,MN,1,,Dan Feehan,D,false,classic,0.3244,48.2,43.2,53.29
2018-10-03,MN,2,,Angie Craig,D,false,classic,0.8238,52.88,48.86,56.92
2018-10-03,MN,2,,Jason Lewis,R,true,classic,0.1762,47.12,43.08,51.14
2018-10-03,MN,3,,Dean Phillips,D,false,classic,0.8126,52.89,48.69,57.08
2018-10-03,MN,3,,Erik Paulsen,R,true,classic,0.1874,47.11,42.92,51.31
2018-10-03,MN,4,,Betty McCollum,D,true,classic,0.9998,66.91,61.54,72.21
2018-10-03,MN,4,,Greg Ryan,R,false,classic,0.0002,29.41,24.04,34.75
2018-10-03,MN,4,,Susan Pendergast Sindt,Legal Marijuana Now,false,classic,0.0,3.69,1.24,6.66
2018-10-03,MN,5,,Ilhan Omar,D,false,classic,1.0,80.29,75.54,85.05
2018-10-03,MN,5,,Jennifer Zielinski,R,false,classic,0.0,19.71,14.95,24.46
2018-10-03,MN,6,,Tom Emmer,R,true,classic,0.9988,63.67,58.76,68.6
2018-10-03,MN,6,,Ian Todd,D,false,classic,0.0012,36.33,31.4,41.24
2018-10-03,MN,7,,Collin C. Peterson,D,true,classic,0.8723,54.84,49.37,60.3
2018-10-03,MN,7,,Dave Hughes,R,false,classic,0.1277,45.16,39.7,50.63
2018-10-03,MN,8,,Pete Stauber,R,false,classic,0.6036,48.9,43.99,53.76
2018-10-03,MN,8,,Joe Radinovich,D,false,classic,0.3963,47.06,42.19,51.93
2018-10-03,MN,8,,Ray Skip Sandman,Independence Party,false,classic,0.0001,4.04,1.41,7.25
2018-10-03,MO,1,,"William ""Lacy"" Clay Jr.",D,true,classic,1.0,76.19,70.97,81.32
2018-10-03,MO,1,,Robb Cunningham,LIB,false,classic,0.0,3.49,1.16,6.37
2018-10-03,MO,1,,Robert Vroman,R,false,classic,0.0,20.33,15.1,25.54
2018-10-03,MO,2,,Ann Wagner,R,true,classic,0.8959,52.63,48.06,57.18
2018-10-03,MO,2,,Cort VanOstran,D,false,classic,0.1041,44.12,39.49,48.67
2018-10-03,MO,2,,Others,,false,classic,0.0,3.26,1.04,6.02
2018-10-03,MO,3,,Blaine Luetkemeyer,R,true,classic,0.9999,66.32,61.09,71.42
2018-10-03,MO,3,,Katy Geppert,D,false,classic,0.0001,30.38,25.26,35.58
2018-10-03,MO,3,,Donald Stolle,LIB,false,classic,0.0,3.31,1.06,6.08
2018-10-03,MO,4,,Vicky Hartzler,R,true,classic,0.9996,62.79,57.77,67.86
2018-10-03,MO,4,,Renee Hoagenson,D,false,classic,0.0004,33.93,28.86,38.93
2018-10-03,MO,4,,Mark Bliss,LIB,false,classic,0.0,3.28,1.05,6.02
2018-10-03,MO,5,,Emanuel Cleaver,D,true,classic,0.9989,62.45,57.15,67.7
2018-10-03,MO,5,,Jacob Turk,R,false,classic,0.0011,33.76,28.54,39.03
2018-10-03,MO,5,,Others,,false,classic,0.0,3.78,1.27,6.87
2018-10-03,MO,6,,Sam Graves,R,true,classic,0.9997,64.51,59.24,69.65
2018-10-03,MO,6,,Henry Robert Martin,D,false,classic,0.0003,32.24,27.05,37.46
2018-10-03,MO,6,,Dan Hogan,LIB,false,classic,0.0,3.24,1.03,5.99
2018-10-03,MO,7,,Billy Long,R,true,classic,0.9999,67.99,62.84,73.1
2018-10-03,MO,7,,Jamie Daniel Schoolcraft,D,false,classic,0.0001,28.62,23.47,33.7
2018-10-03,MO,7,,Benjamin Brixey,LIB,false,classic,0.0,3.39,1.1,6.22
2018-10-03,MO,8,,Jason Smith,R,true,classic,1.0,69.37,63.75,74.94
2018-10-03,MO,8,,Kathy Ellis,D,false,classic,0.0,27.19,21.57,32.78
2018-10-03,MO,8,,Jonathan Shell,LIB,false,classic,0.0,3.44,1.12,6.28
2018-10-03,MS,1,,Trent Kelly,R,true,classic,0.999,61.52,56.52,66.36
2018-10-03,MS,1,,Randy Wadkins,D,false,classic,0.001,35.57,30.69,40.47
2018-10-03,MS,1,,Tracella Lou O'Hara Hill,REF,false,classic,0.0,2.91,0.88,5.42
2018-10-03,MS,2,,Bennie G. Thompson,D,true,classic,1.0,75.28,70.08,80.45
2018-10-03,MS,2,,Irving Harris,REF,false,classic,0.0,22.18,16.96,27.32
2018-10-03,MS,2,,Others,,false,classic,0.0,2.54,0.62,5.03
2018-10-03,MS,3,,Michael Guest,R,false,classic,0.996,58.9,53.79,63.9
2018-10-03,MS,3,,Michael Ted Evans,D,false,classic,0.004,37.58,32.53,42.61
2018-10-03,MS,3,,Matthew Holland,REF,false,classic,0.0,3.52,1.16,6.44
2018-10-03,MS,4,,Steven Palazzo,R,true,classic,0.9934,59.42,54.12,64.64
2018-10-03,MS,4,,Jeramey Anderson,D,false,classic,0.0066,37.92,32.67,43.19
2018-10-03,MS,4,,Lajena Sheets,REF,false,classic,0.0,2.66,0.77,5.06
2018-10-03,MT,1,,Greg Gianforte,R,true,classic,0.791,51.09,46.42,55.7
2018-10-03,MT,1,,Kathleen Williams,D,false,classic,0.209,45.59,40.93,50.24
2018-10-03,MT,1,,Elinor Swanson,LIB,false,classic,0.0,3.32,1.06,6.1
2018-10-03,NC,1,,G.K. Butterfield,D,true,classic,1.0,71.57,66.59,76.56
2018-10-03,NC,1,,Roger Allison,R,false,classic,0.0,28.43,23.44,33.41
2018-10-03,NC,2,,George Holding,R,true,classic,0.6523,50.04,45.31,54.73
2018-10-03,NC,2,,Linda Coleman,D,false,classic,0.3476,47.29,42.62,51.97
2018-10-03,NC,2,,Jeff Matemu,LIB,false,classic,0.0,2.67,0.77,5.09
2018-10-03,NC,3,,Walter B. Jones,R,true,classic,1.0,100.0,100.0,100.0
2018-10-03,NC,4,,David Price,D,true,classic,1.0,73.84,68.86,78.78
2018-10-03,NC,4,,Barbara Howe,LIB,false,classic,0.0,2.87,0.87,5.39
2018-10-03,NC,4,,Steve Von Loor,R,false,classic,0.0,23.29,18.29,28.28
2018-10-03,NC,5,,Virginia Foxx,R,true,classic,0.9652,57.51,52.37,62.67
2018-10-03,NC,5,,DD Adams,D,false,classic,0.0348,42.49,37.33,47.63
2018-10-03,NC,6,,Mark Walker,R,true,classic,0.8249,53.73,48.58,58.9
2018-10-03,NC,6,,Ryan Watts,D,false,classic,0.1751,46.27,41.1,51.42
2018-10-03,NC,7,,David Rouzer,R,true,classic,0.8602,52.64,47.54,57.69
2018-10-03,NC,7,,Kyle Horton,D,false,classic,0.1398,44.45,39.4,49.48
2018-10-03,NC,7,,David Fallin,CON,false,classic,0.0,2.91,0.87,5.43
2018-10-03,NC,8,,Richard Hudson,R,true,classic,0.8829,54.65,49.65,59.61
2018-10-03,NC,8,,Frank McNeill,D,false,classic,0.1171,45.35,40.4,50.35
2018-10-03,NC,9,,Mark Harris,R,false,classic,0.5481,48.71,44.22,53.17
2018-10-03,NC,9,,Dan McCready,D,false,classic,0.4518,47.95,43.44,52.38
2018-10-03,NC,9,,Jeff Scott,LIB,false,classic,0.0,3.35,1.08,6.15
2018-10-03,NC,10,,Patrick T. McHenry,R,true,classic,0.9981,62.67,57.73,67.63
2018-10-03,NC,10,,David Brown,D,false,classic,0.0019,37.33,32.37,42.27
2018-10-03,NC,11,,Mark Meadows,R,true,classic,0.9965,60.67,55.31,65.97
2018-10-03,NC,11,,Phillip G. Price,D,false,classic,0.0035,36.51,31.2,41.84
2018-10-03,NC,11,,Clifton Ingram Jr.,LIB,false,classic,0.0,2.81,0.85,5.28
2018-10-03,NC,12,,Alma Adams,D,true,classic,0.9999,70.45,65.5,75.39
2018-10-03,NC,12,,Paul Wright,R,false,classic,0.0001,29.55,24.61,34.5
2018-10-03,NC,13,,Ted Budd,R,true,classic,0.5394,48.69,43.95,53.33
2018-10-03,NC,13,,Kathy Manning,D,false,classic,0.4606,47.97,43.32,52.67
2018-10-03,NC,13,,Others,,false,classic,0.0,3.34,1.06,6.16
2018-10-03,ND,1,,Kelly Armstrong,R,false,classic,0.9938,57.41,52.39,62.44
2018-10-03,ND,1,,Mac Schneider,D,false,classic,0.0061,37.68,32.59,42.72
2018-10-03,ND,1,,Charles Tuttle,IND,false,classic,0.0001,4.91,1.88,8.54
2018-10-03,NE,1,,Jeff Fortenberry,R,true,classic,0.9989,64.02,59.0,69.04
2018-10-03,NE,1,,Jessica McClure,D,false,classic,0.0011,35.98,30.96,41.0
2018-10-03,NE,2,,Don Bacon,R,true,classic,0.6526,51.42,46.65,56.18
2018-10-03,NE,2,,Kara Eastman,D,false,classic,0.3474,48.58,43.82,53.35
2018-10-03,NE,3,,Adrian Smith,R,true,classic,1.0,72.07,66.86,77.17
2018-10-03,NE,3,,Paul Theobald,D,false,classic,0.0,27.93,22.83,33.14
2018-10-03,NH,1,,Chris Pappas,D,false,classic,0.9208,53.89,48.37,59.4
2018-10-03,NH,1,,Eddie Edwards,R,false,classic,0.0792,42.24,36.7,47.73
2018-10-03,NH,1,,Others,,false,classic,0.0,3.87,1.32,6.98
2018-10-03,NH,2,,Ann Kuster,D,true,classic,0.9935,58.54,53.27,63.72
2018-10-03,NH,2,,Steven Negron,R,false,classic,0.0065,37.61,32.43,42.87
2018-10-03,NH,2,,Others,,false,classic,0.0,3.85,1.31,6.95
2018-10-03,NJ,1,,Donald Norcross,D,true,classic,0.9999,66.78,61.53,71.98
2018-10-03,NJ,1,,Paul E. Dilks,R,false,classic,0.0001,29.76,24.55,34.97
2018-10-03,NJ,1,,Others,,false,classic,0.0,3.46,1.13,6.35
2018-10-03,NJ,2,,Jeff Van Drew,D,false,classic,0.9743,55.98,50.55,61.34
2018-10-03,NJ,2,,Seth Grossman,R,false,classic,0.0257,39.76,34.34,45.15
2018-10-03,NJ,2,,Others,,false,classic,0.0,4.25,1.52,7.62
2018-10-03,NJ,3,,Andy Kim,D,false,classic,0.6384,49.98,45.29,54.68
2018-10-03,NJ,3,,Tom MacArthur,R,true,classic,0.3616,47.47,42.77,52.18
2018-10-03,NJ,3,,Lawrence Berlinski Jr.,CON,false,classic,0.0,2.55,0.73,4.83
2018-10-03,NJ,4,,Chris Smith,R,true,classic,0.9513,54.75,49.36,60.09
2018-10-03,NJ,4,,Joshua Welle,D,false,classic,0.0487,41.26,35.9,46.58
2018-10-03,NJ,4,,Others,,false,classic,0.0,3.99,1.38,7.2
2018-10-03,NJ,5,,Josh Gottheimer,D,true,classic,0.9546,56.12,50.1,62.17
2018-10-03,NJ,5,,John J. McCann Jr.,R,false,classic,0.0454,40.44,34.39,46.5
2018-10-03,NJ,5,,Others,,false,classic,0.0,3.44,1.11,6.31
2018-10-03,NJ,6,,Frank Pallone Jr.,D,true,classic,0.9998,67.74,62.63,72.82
2018-10-03,NJ,6,,Richard J. Pezzullo,R,false,classic,0.0002,32.26,27.18,37.37
2018-10-03,NJ,7,,Tom Malinowski,D,false,classic,0.5759,49.24,44.44,54.02
2018-10-03,NJ,7,,Leonard Lance,R,true,classic,0.4241,47.91,43.03,52.69
2018-10-03,NJ,7,,Others,,false,classic,0.0,2.85,0.85,5.38
2018-10-03,NJ,8,,Albio Sires,D,true,classic,1.0,76.64,71.23,81.98
2018-10-03,NJ,8,,John R. Muniz,R,false,classic,0.0,19.94,14.58,25.31
2018-10-03,NJ,8,,Others,,false,classic,0.0,3.41,1.1,6.28
2018-10-03,NJ,9,,Bill Pascrell Jr.,D,true,classic,1.0,71.34,65.96,76.66
2018-10-03,NJ,9,,Claudio Belusic,LIB,false,classic,0.0,2.84,0.85,5.34
2018-10-03,NJ,9,,Eric P. Fisher,R,false,classic,0.0,25.82,20.46,31.13
2018-10-03,NJ,10,,Donald Payne Jr.,D,true,classic,1.0,83.39,78.44,88.23
2018-10-03,NJ,10,,Agha Khan,R,false,classic,0.0,12.63,7.7,17.54
2018-10-03,NJ,10,,Others,,false,classic,0.0,3.98,1.37,7.18
2018-10-03,NJ,11,,Mikie Sherrill,D,false,classic,0.7587,51.01,45.86,56.06
2018-10-03,NJ,11,,Jay Webber,R,false,classic,0.2413,45.62,40.53,50.75
2018-10-03,NJ,11,,Others,,false,classic,0.0,3.37,1.08,6.19
2018-10-03,NJ,12,,Bonnie Watson Coleman,D,true,classic,1.0,70.99,65.95,76.05
