forecastdate,state,district,special,candidate,party,incumbent,model,win_probability,voteshare,p10_voteshare,p90_voteshare
2018-10-03,IL,10,,Douglas R. Bennett,R,false,lite,0.0003,27.0,20.06,33.89
2018-10-03,IL,11,,Bill Foster,D,true,lite,0.9992,71.04,64.0,77.98
2018-10-03,IL,11,,Nick Stella,R,false,lite,0.0008,28.96,22.02,36.0
2018-10-03,IL,12,,Mike Bost,R,true,lite,0.7166,50.72,45.26,56.19
2018-10-03,IL,12,,Brendan Kelly,D,false,lite,0.2834,46.1,40.59,51.55
2018-10-03,IL,12,,Randy Auxier,GRE,false,lite,0.0,3.18,1.01,5.87
2018-10-03,IL,13,,Rodney Davis,R,true,lite,0.7066,52.31,46.75,57.85
2018-10-03,IL,13,,Betsy Dirksen Londrigan,D,false,lite,0.2934,47.69,42.15,53.25
2018-10-03,IL,14,,Randy Hultgren,R,true,lite,0.7499,52.85,47.3,58.4
2018-10-03,IL,14,,Lauren Underwood,D,false,lite,0.2501,47.15,41.6,52.7
2018-10-03,IL,15,,John Shimkus,R,true,lite,0.9995,72.79,65.56,80.07
2018-10-03,IL,15,,Kevin Gaither,D,false,lite,0.0005,27.21,19.93,34.44
2018-10-03,IL,16,,Adam Kinzinger,R,true,lite,0.9471,59.13,52.0,66.3
2018-10-03,IL,16,,Sara Dady,D,false,lite,0.0529,40.87,33.7,48.0
2018-10-03,IL,17,,Cheri Bustos,D,true,lite,0.9947,64.85,57.96,71.65
2018-10-03,IL,17,,William W. Fawell,R,false,lite,0.0053,35.15,28.35,42.04
2018-10-03,IL,18,,Darin LaHood,R,true,lite,0.9951,65.24,58.33,72.12
2018-10-03,IL,18,,Junius Rodriguez,D,false,lite,0.0049,34.76,27.88,41.67
2018-10-03,IN,1,,Peter Visclosky,D,true,lite,0.999,70.08,63.19,76.99
2018-10-03,IN,1,,Mark Leyva,R,false,lite,0.001,29.92,23.01,36.81
2018-10-03,IN,2,,Jackie Walorski,R,true,lite,0.9777,61.64,54.5,68.91
2018-10-03,IN,2,,Mel Hall,D,false,lite,0.0223,38.36,31.09,45.5
2018-10-03,IN,3,,Jim Banks,R,true,lite,0.9774,59.56,53.68,65.49
2018-10-03,IN,3,,Courtney Tritch,D,false,lite,0.0226,40.44,34.51,46.32
2018-10-03,IN,4,,Jim Baird,R,false,lite,0.9752,61.16,54.16,68.1
2018-10-03,IN,4,,Tobi Beck,D,false,lite,0.0248,38.84,31.9,45.84
2018-10-03,IN,5,,Susan W. Brooks,R,true,lite,0.915,57.27,50.49,64.04
2018-10-03,IN,5,,Dee Thornton,D,false,lite,0.085,42.73,35.96,49.51
2018-10-03,IN,6,,Greg Pence,R,false,lite,0.9859,61.2,53.79,68.54
2018-10-03,IN,6,,Jeannine Lee Lake,D,false,lite,0.0141,34.91,27.54,42.26
2018-10-03,IN,6,,Tom Ferkinhoff,LIB,false,lite,0.0,3.89,1.34,7.01
2018-10-03,IN,7,,André Carson,D,true,lite,0.9998,72.94,66.22,79.66
2018-10-03,IN,7,,"Wayne ""Gunny"" Harmon",R,false,lite,0.0002,27.06,20.34,33.78
2018-10-03,IN,8,,Larry Bucshon,R,true,lite,0.9955,65.93,58.88,72.97
2018-10-03,IN,8,,William Tanoos,D,false,lite,0.0045,34.07,27.03,41.12
2018-10-03,IN,9,,Trey Hollingsworth,R,true,lite,0.988,62.96,56.05,69.75
2018-10-03,IN,9,,Liz Watson,D,false,lite,0.012,37.04,30.25,43.95
2018-10-03,KS,1,,Roger Marshall,R,true,lite,0.9966,63.62,57.69,69.5
2018-10-03,KS,1,,Alan LaPolice,D,false,lite,0.0034,36.38,30.5,42.31
2018-10-03,KS,2,,Steve Watkins,R,false,lite,0.5362,48.15,42.67,53.57
2018-10-03,KS,2,,Paul Davis,D,false,lite,0.4638,47.43,41.98,52.82
2018-10-03,KS,2,,Kelly Standley,LIB,false,lite,0.0,4.42,1.6,7.84
2018-10-03,KS,3,,Sharice Davids,D,false,lite,0.7396,50.92,45.77,55.98
2018-10-03,KS,3,,Kevin Yoder,R,true,lite,0.2604,46.08,40.99,51.19
2018-10-03,KS,3,,Chris Clemmons,LIB,false,lite,0.0,3.0,0.92,5.59
2018-10-03,KS,4,,Ron Estes,R,true,lite,0.9757,58.87,53.25,64.37
2018-10-03,KS,4,,James A. Thompson,D,false,lite,0.0243,41.13,35.63,46.75
2018-10-03,KY,1,,James Comer,R,true,lite,0.9994,70.88,63.71,77.96
2018-10-03,KY,1,,Paul Walker,D,false,lite,0.0006,29.12,22.04,36.29
2018-10-03,KY,2,,Brett S. Guthrie,R,true,lite,0.9973,65.05,57.96,72.05
2018-10-03,KY,2,,Hank Linderman,D,false,lite,0.0027,31.9,24.89,38.93
2018-10-03,KY,2,,Thomas Loecken,IND,false,lite,0.0,3.04,0.94,5.65
2018-10-03,KY,3,,John A. Yarmuth,D,true,lite,0.9997,70.77,64.12,77.38
2018-10-03,KY,3,,Vickie Glisson,R,false,lite,0.0003,26.3,19.6,32.97
2018-10-03,KY,3,,Gregory Boles,LIB,false,lite,0.0,2.92,0.88,5.46
2018-10-03,KY,4,,Thomas Massie,R,true,lite,0.995,63.5,56.56,70.4
2018-10-03,KY,4,,Seth Hall,D,false,lite,0.005,33.48,26.56,40.39
2018-10-03,KY,4,,Mike Moffett,IND,false,lite,0.0,3.02,0.94,5.6
2018-10-03,KY,5,,Harold Rogers,R,true,lite,1.0,77.62,70.01,85.12
2018-10-03,KY,5,,Kenneth S. Stepp,D,false,lite,0.0,22.38,14.88,29.99
2018-10-03,KY,6,,Andy Barr,R,true,lite,0.5319,48.76,43.99,53.55
2018-10-03,KY,6,,Amy McGrath,D,false,lite,0.4681,48.23,43.37,52.97
2018-10-03,KY,6,,Others,,false,lite,0.0,3.01,0.92,5.61
2018-10-03,LA,1,,Steve Scalise,R,true,lite,0.9999,70.41,61.12,80.19
2018-10-03,LA,1,,Tammy M. Savoie,D,false,lite,0.0001,9.18,4.16,14.51
2018-10-03,LA,1,,Jim Francis,D,false,lite,0.0,10.72,5.2,16.43
2018-10-03,LA,1,,Lee Ann Dugas,D,false,lite,0.0,6.59,2.63,11.01
2018-10-03,LA,1,,Others,,false,lite,0.0,3.11,0.96,5.82
2018-10-03,LA,2,,Cedric Richmond,D,true,lite,1.0,84.73,77.68,91.2
2018-10-03,LA,2,,Others,,false,lite,0.0,15.27,8.8,22.32
2018-10-03,LA,3,,Clay Higgins,R,true,lite,0.9934,55.63,47.81,64.26
2018-10-03,LA,3,,Josh Guillory,R,false,lite,0.0043,12.17,7.03,17.45
2018-10-03,LA,3,,Mimi Methvin,D,false,lite,0.0015,13.33,7.28,19.49
2018-10-03,LA,3,,Rob Anderson,D,false,lite,0.0004,8.31,3.77,13.2
2018-10-03,LA,3,,Aaron Andrus,LIB,false,lite,0.0003,4.15,1.47,7.43
2018-10-03,LA,3,,Larry Rader,D,false,lite,0.0001,4.16,1.4,7.48
2018-10-03,LA,3,,Verone Thomas,D,false,lite,0.0,2.25,0.57,4.43
2018-10-03,LA,4,,Mike Johnson,R,true,lite,0.981,60.42,53.0,67.76
2018-10-03,LA,4,,Ryan Trundle,D,false,lite,0.019,36.82,29.44,44.23
2018-10-03,LA,4,,Mark Halverson,I,false,lite,0.0,2.76,0.81,5.24
2018-10-03,LA,5,,Ralph Abraham,R,true,lite,0.9941,62.79,55.49,69.93
2018-10-03,LA,5,,Jessee Carlton Fleenor,D,false,lite,0.0059,34.06,26.87,41.29
2018-10-03,LA,5,,Others,,false,lite,0.0,3.15,0.98,5.87
2018-10-03,LA,6,,Garrett Graves,R,true,lite,0.9991,66.26,56.94,76.32
2018-10-03,LA,6,,Justin DeWitt,D,false,lite,0.0007,18.58,11.31,25.61
2018-10-03,LA,6,,Andie Saizan,D,false,lite,0.0002,12.65,6.76,18.63
2018-10-03,LA,6,,Devin Lance Graham,I,false,lite,0.0,2.51,0.71,4.79
2018-10-03,MA,1,,Richard E. Neal,D,true,lite,1.0,100.0,100.0,100.0
2018-10-03,MA,2,,James McGovern,D,true,lite,0.9999,74.41,67.38,81.46
2018-10-03,MA,2,,Tracy Lovvorn,R,false,lite,0.0001,25.59,18.54,32.62
2018-10-03,MA,3,,Lori Trahan,D,false,lite,0.9973,66.09,58.54,73.59
2018-10-03,MA,3,,Rick Green,R,false,lite,0.0027,30.06,22.55,37.51
2018-10-03,MA,3,,Michael P. Mullen,IND,false,lite,0.0,3.84,1.32,6.93
2018-10-03,MA,4,,Joseph P. Kennedy III,D,true,lite,1.0,100.0,100.0,100.0
2018-10-03,MA,5,,Katherine Clark,D,true,lite,1.0,82.4,75.82,88.96
2018-10-03,MA,5,,John Hugo,R,false,lite,0.0,17.6,11.04,24.18
2018-10-03,MA,6,,Seth Moulton,D,true,lite,0.9996,70.96,63.44,78.44
2018-10-03,MA,6,,Joseph S. Schneider,R,false,lite,0.0004,25.79,18.3,33.3
2018-10-03,MA,6,,Mary Jean Charbonneau,IND,false,lite,0.0,3.25,1.03,6.03
2018-10-03,MA,7,,Ayanna Pressley,D,false,lite,1.0,100.0,100.0,100.0
2018-10-03,MA,8,,Stephen F. Lynch,D,true,lite,1.0,100.0,100.0,100.0
2018-10-03,MA,9,,William Keating,D,true,lite,0.9992,70.85,63.62,78.02
2018-10-03,MA,9,,Peter D. Tedeschi,R,false,lite,0.0008,29.15,21.98,36.38
2018-10-03,MD,1,,Andy Harris,R,true,lite,0.994,63.67,56.3,71.01
2018-10-03,MD,1,,Jesse Colvin,D,false,lite,0.006,33.09,25.73,40.42
2018-10-03,MD,1,,Jenica Martin,LIB,false,lite,0.0,3.24,1.02,6.01
2018-10-03,MD,2,,C. A. Dutch Ruppersberger,D,true,lite,0.9998,71.71,64.75,78.68
2018-10-03,MD,2,,Liz Matory,R,false,lite,0.0002,24.75,17.74,31.68
2018-10-03,MD,2,,Others,,false,lite,0.0,3.54,1.16,6.44
2018-10-03,MD,3,,John P. Sarbanes,D,true,lite,0.9998,73.29,66.38,80.2
2018-10-03,MD,3,,Charles Anthony,R,false,lite,0.0002,23.52,16.62,30.42
2018-10-03,MD,3,,David Lashar,LIB,false,lite,0.0,3.18,1.0,5.89
2018-10-03,MD,4,,Anthony Brown,D,true,lite,1.0,84.04,78.0,89.92
2018-10-03,MD,4,,David Bishop,LIB,false,lite,0.0,3.48,1.12,6.39
2018-10-03,MD,4,,George McDermott,R,false,lite,0.0,12.48,6.62,18.46
2018-10-03,MD,5,,Steny H. Hoyer,D,true,lite,1.0,75.0,68.29,81.66
2018-10-03,MD,5,,William A. Devine III,R,false,lite,0.0,21.38,14.72,28.06
2018-10-03,MD,5,,Others,,false,lite,0.0,3.62,1.2,6.56
2018-10-03,MD,6,,David Trone,D,false,lite,0.9805,59.82,52.63,66.91
2018-10-03,MD,6,,Amie Hoeber,R,false,lite,0.0195,36.19,29.07,43.39
2018-10-03,MD,6,,Others,,false,lite,0.0,3.98,1.38,7.19
2018-10-03,MD,7,,Elijah Cummings,D,true,lite,1.0,83.38,77.38,89.33
2018-10-03,MD,7,,David Griggs,LIB,false,lite,0.0,3.45,1.13,6.31
2018-10-03,MD,7,,Richmond Davis,R,false,lite,0.0,13.16,7.15,19.13
2018-10-03,MD,8,,Jamie Raskin,D,true,lite,0.9999,74.69,67.86,81.46
2018-10-03,MD,8,,John Walsh,R,false,lite,0.0001,22.1,15.35,28.86
2018-10-03,MD,8,,Jasen Wunder,LIB,false,lite,0.0,3.22,1.02,5.92
2018-10-03,ME,1,,Chellie Pingree,D,true,lite,0.9993,69.72,62.36,77.09
2018-10-03,ME,1,,Mark Holbrook,R,false,lite,0.0007,26.84,19.42,34.18
2018-10-03,ME,1,,Marty Grohman,IND,false,lite,0.0,3.44,1.1,6.33
2018-10-03,ME,2,,Bruce Poliquin,R,true,lite,0.6673,50.19,44.54,55.77
2018-10-03,ME,2,,Jared Golden,D,false,lite,0.3327,46.55,40.92,52.16
2018-10-03,ME,2,,Others,,false,lite,0.0,3.26,1.03,6.07
2018-10-03,MI,1,,Jack Bergman,R,true,lite,0.949,59.75,52.28,67.1
2018-10-03,MI,1,,Matt Morgan,D,false,lite,0.051,40.25,32.9,47.72
2018-10-03,MI,2,,Bill Huizenga,R,true,lite,0.95,57.71,50.59,64.88
2018-10-03,MI,2,,Rob Davidson,D,false,lite,0.05,39.33,32.21,46.43
2018-10-03,MI,2,,Ronald E. Graeser,US Taxpayers,false,lite,0.0,2.95,0.91,5.57
2018-10-03,MI,3,,Justin Amash,R,true,lite,0.8275,53.67,46.56,60.8
2018-10-03,MI,3,,Cathy Albro,D,false,lite,0.1725,43.44,36.3,50.63
2018-10-03,MI,3,,Ted Gerrard,US Taxpayers,false,lite,0.0,2.89,0.86,5.41
2018-10-03,MI,4,,John Moolenaar,R,true,lite,0.9659,60.8,53.43,68.19
2018-10-03,MI,4,,Jerry Hilliard,D,false,lite,0.0341,39.2,31.81,46.57
2018-10-03,MI,5,,Daniel Kildee,D,true,lite,0.9977,66.91,59.46,74.37
2018-10-03,MI,5,,Travis Wines,R,false,lite,0.0023,30.22,22.79,37.64
2018-10-03,MI,5,,Kathy Goodwin,Working Class,false,lite,0.0,2.87,0.86,5.39
2018-10-03,MI,6,,Fred Upton,R,true,lite,0.7838,51.76,46.5,57.03
2018-10-03,MI,6,,Matt Longjohn,D,false,lite,0.2162,45.6,40.3,50.79
2018-10-03,MI,6,,Stephen J. Young,US Taxpayers,false,lite,0.0,2.64,0.76,5.02
2018-10-03,MI,7,,Tim Walberg,R,true,lite,0.8031,54.06,47.87,60.2
2018-10-03,MI,7,,Gretchen Driskell,D,false,lite,0.1969,45.94,39.8,52.13
2018-10-03,MI,8,,Mike Bishop,R,true,lite,0.5189,48.61,43.53,53.65
2018-10-03,MI,8,,Elissa Slotkin,D,false,lite,0.4811,48.33,43.26,53.38
2018-10-03,MI,8,,Others,,false,lite,0.0,3.06,0.94,5.7
2018-10-03,MI,9,,Andy Levin,D,false,lite,0.9743,59.28,52.08,66.45
2018-10-03,MI,9,,Candius Stearns,R,false,lite,0.0257,36.96,29.79,44.19
2018-10-03,MI,9,,Others,,false,lite,0.0,3.76,1.26,6.81
2018-10-03,MI,10,,Paul Mitchell,R,true,lite,0.989,62.14,54.71,69.52
2018-10-03,MI,10,,Kimberly Bizon,D,false,lite,0.011,34.45,27.03,41.92
2018-10-03,MI,10,,Others,,false,lite,0.0,3.41,1.11,6.28
2018-10-03,MI,11,,Haley Stevens,D,false,lite,0.8196,52.46,45.77,59.07
2018-10-03,MI,11,,Lena Epstein,R,false,lite,0.1804,43.47,36.78,50.06
2018-10-03,MI,11,,Others,,false,lite,0.0,4.07,1.44,7.27
2018-10-03,MI,12,,Debbie Dingell,D,true,lite,1.0,74.15,67.33,80.91
2018-10-03,MI,12,,Jeff Jones,R,false,lite,0.0,22.44,15.67,29.24
2018-10-03,MI,12,,Others,,false,lite,0.0,3.41,1.11,6.3
2018-10-03,MI,13,,Rashida Tlaib,D,false,lite,1.0,85.28,78.32,91.59
2018-10-03,MI,13,,Others,,false,lite,0.0,14.72,8.41,21.68
2018-10-03,MI,14,,Brenda Lawrence,D,true,lite,1.0,86.38,80.64,92.04
2018-10-03,MI,14,,Philip Kolody,Working Class,false,lite,0.0,3.36,1.08,6.18
2018-10-03,MI,14,,Marc S. Herschfus,R,false,lite,0.0,10.26,4.54,15.99
2018-10-03,MN,1,,Jim Hagedorn,R,false,lite,0.648,51.86,45.58,58.03
2018-10-03,MN,1,,Dan Feehan,D,false,lite,0.352,48.14,41.97,54.42
2018-10-03,MN,2,,Angie Craig,D,false,lite,0.7997,52.96,48.4,57.54
2018-10-03,MN,2,,Jason Lewis,R,true,lite,0.2003,47.04,42.46,51.6
2018-10-03,MN,3,,Dean Phillips,D,false,lite,0.844,53.6,48.99,58.2
2018-10-03,MN,3,,Erik Paulsen,R,true,lite,0.156,46.4,41.8,51.01
2018-10-03,MN,4,,Betty McCollum,D,true,lite,0.9999,74.86,67.9,81.74
2018-10-03,MN,4,,Greg Ryan,R,false,lite,0.0001,21.45,14.5,28.36
2018-10-03,MN,4,,Susan Pendergast Sindt,Legal Marijuana Now,false,lite,0.0,3.69,1.24,6.66
2018-10-03,MN,5,,Ilhan Omar,D,false,lite,1.0,80.09,73.51,86.71
2018-10-03,MN,5,,Jennifer Zielinski,R,false,lite,0.0,19.91,13.29,26.49
2018-10-03,MN,6,,Tom Emmer,R,true,lite,0.9826,61.93,55.06,68.79
2018-10-03,MN,6,,Ian Todd,D,false,lite,0.0174,38.07,31.21,44.94
2018-10-03,MN,7,,Collin C. Peterson,D,true,lite,0.5431,50.58,43.01,58.14
2018-10-03,MN,7,,Dave Hughes,R,false,lite,0.4569,49.42,41.86,56.99
2018-10-03,MN,8,,Pete Stauber,R,false,lite,0.5028,48.01,42.33,53.62
2018-10-03,MN,8,,Joe Radinovich,D,false,lite,0.4972,47.95,42.34,53.58
2018-10-03,MN,8,,Ray Skip Sandman,Independence Party,false,lite,0.0001,4.04,1.41,7.25
2018-10-03,MO,1,,"William ""Lacy"" Clay Jr.",D,true,lite,1.0,84.82,78.92,90.65
2018-10-03,MO,1,,Robb Cunningham,LIB,false,lite,0.0,3.49,1.16,6.37
2018-10-03,MO,1,,Robert Vroman,R,false,lite,0.0,11.69,5.8,17.6
2018-10-03,MO,2,,Ann Wagner,R,true,lite,0.8209,51.94,46.71,57.17
2018-10-03,MO,2,,Cort VanOstran,D,false,lite,0.1791,44.8,39.54,50.0
2018-10-03,MO,2,,Others,,false,lite,0.0,3.26,1.04,6.02
2018-10-03,MO,3,,Blaine Luetkemeyer,R,true,lite,0.9989,67.94,60.82,74.88
2018-10-03,MO,3,,Katy Geppert,D,false,lite,0.0011,28.76,21.81,35.84
2018-10-03,MO,3,,Donald Stolle,LIB,false,lite,0.0,3.31,1.06,6.08
2018-10-03,MO,4,,Vicky Hartzler,R,true,lite,0.9993,67.11,60.36,73.93
2018-10-03,MO,4,,Renee Hoagenson,D,false,lite,0.0007,29.61,22.76,36.37
2018-10-03,MO,4,,Mark Bliss,LIB,false,lite,0.0,3.28,1.05,6.02
2018-10-03,MO,5,,Emanuel Cleaver,D,true,lite,0.9986,67.31,60.2,74.36
2018-10-03,MO,5,,Jacob Turk,R,false,lite,0.0014,28.91,21.88,36.02
2018-10-03,MO,5,,Others,,false,lite,0.0,3.78,1.27,6.87
2018-10-03,MO,6,,Sam Graves,R,true,lite,0.9967,64.94,57.73,71.96
2018-10-03,MO,6,,Henry Robert Martin,D,false,lite,0.0033,31.82,24.73,39.02
2018-10-03,MO,6,,Dan Hogan,LIB,false,lite,0.0,3.24,1.03,5.99
2018-10-03,MO,7,,Billy Long,R,true,lite,0.9999,72.19,65.34,79.02
2018-10-03,MO,7,,Jamie Daniel Schoolcraft,D,false,lite,0.0001,24.42,17.55,31.17
2018-10-03,MO,7,,Benjamin Brixey,LIB,false,lite,0.0,3.39,1.1,6.22
2018-10-03,MO,8,,Jason Smith,R,true,lite,0.9999,74.42,67.07,81.78
2018-10-03,MO,8,,Kathy Ellis,D,false,lite,0.0001,22.14,14.77,29.45
2018-10-03,MO,8,,Jonathan Shell,LIB,false,lite,0.0,3.44,1.12,6.28
2018-10-03,MS,1,,Trent Kelly,R,true,lite,0.9875,59.76,53.59,65.79
2018-10-03,MS,1,,Randy Wadkins,D,false,lite,0.0125,37.33,31.27,43.44
2018-10-03,MS,1,,Tracella Lou O'Hara Hill,REF,false,lite,0.0,2.91,0.88,5.42
2018-10-03,MS,2,,Bennie G. Thompson,D,true,lite,0.9962,62.99,56.97,69.0
2018-10-03,MS,2,,Irving Harris,REF,false,lite,0.0038,34.46,28.42,40.44
2018-10-03,MS,2,,Others,,false,lite,0.0,2.54,0.62,5.03
2018-10-03,MS,3,,Michael Guest,R,false,lite,0.9453,56.18,49.63,62.59
2018-10-03,MS,3,,Michael Ted Evans,D,false,lite,0.0547,40.29,33.85,46.75
2018-10-03,MS,3,,Matthew Holland,REF,false,lite,0.0,3.52,1.16,6.44
2018-10-03,MS,4,,Steven Palazzo,R,true,lite,0.977,58.7,52.33,64.97
2018-10-03,MS,4,,Jeramey Anderson,D,false,lite,0.023,38.64,32.36,44.99
2018-10-03,MS,4,,Lajena Sheets,REF,false,lite,0.0,2.66,0.77,5.06
2018-10-03,MT,1,,Greg Gianforte,R,true,lite,0.6863,50.28,44.83,55.67
2018-10-03,MT,1,,Kathleen Williams,D,false,lite,0.3136,46.4,40.98,51.81
2018-10-03,MT,1,,Elinor Swanson,LIB,false,lite,0.0,3.32,1.06,6.1
2018-10-03,NC,1,,G.K. Butterfield,D,true,lite,1.0,78.74,72.28,85.23
2018-10-03,NC,1,,Roger Allison,R,false,lite,0.0,21.26,14.77,27.72
2018-10-03,NC,2,,George Holding,R,true,lite,0.5533,49.23,43.87,54.54
2018-10-03,NC,2,,Linda Coleman,D,false,lite,0.4467,48.1,42.8,53.41
2018-10-03,NC,2,,Jeff Matemu,LIB,false,lite,0.0,2.67,0.77,5.09
2018-10-03,NC,3,,Walter B. Jones,R,true,lite,1.0,100.0,100.0,100.0
2018-10-03,NC,4,,David Price,D,true,lite,1.0,77.48,70.96,83.97
2018-10-03,NC,4,,Barbara Howe,LIB,false,lite,0.0,2.87,0.87,5.39
2018-10-03,NC,4,,Steve Von Loor,R,false,lite,0.0,19.65,13.11,26.2
2018-10-03,NC,5,,Virginia Foxx,R,true,lite,0.9603,60.08,52.9,67.26
2018-10-03,NC,5,,DD Adams,D,false,lite,0.0397,39.92,32.74,47.1
2018-10-03,NC,6,,Mark Walker,R,true,lite,0.9398,58.9,51.69,66.09
2018-10-03,NC,6,,Ryan Watts,D,false,lite,0.0602,41.1,33.91,48.31
2018-10-03,NC,7,,David Rouzer,R,true,lite,0.7734,52.0,45.82,58.11
2018-10-03,NC,7,,Kyle Horton,D,false,lite,0.2266,45.09,38.99,51.22
2018-10-03,NC,7,,David Fallin,CON,false,lite,0.0,2.91,0.87,5.43
2018-10-03,NC,8,,Richard Hudson,R,true,lite,0.9382,58.52,51.56,65.44
2018-10-03,NC,8,,Frank McNeill,D,false,lite,0.0618,41.48,34.56,48.44
2018-10-03,NC,9,,Mark Harris,R,false,lite,0.5351,48.64,43.44,53.85
2018-10-03,NC,9,,Dan McCready,D,false,lite,0.4649,48.01,42.75,53.18
2018-10-03,NC,9,,Jeff Scott,LIB,false,lite,0.0,3.35,1.08,6.15
2018-10-03,NC,10,,Patrick T. McHenry,R,true,lite,0.9879,63.03,56.1,69.95
2018-10-03,NC,10,,David Brown,D,false,lite,0.0121,36.97,30.05,43.9
2018-10-03,NC,11,,Mark Meadows,R,true,lite,0.9928,63.62,56.29,70.87
2018-10-03,NC,11,,Phillip G. Price,D,false,lite,0.0072,33.57,26.32,40.89
2018-10-03,NC,11,,Clifton Ingram Jr.,LIB,false,lite,0.0,2.81,0.85,5.28
2018-10-03,NC,12,,Alma Adams,D,true,lite,1.0,79.08,72.68,85.44
2018-10-03,NC,12,,Paul Wright,R,false,lite,0.0,20.92,14.56,27.32
2018-10-03,NC,13,,Ted Budd,R,true,lite,0.6902,50.37,44.81,55.82
2018-10-03,NC,13,,Kathy Manning,D,false,lite,0.3098,46.29,40.82,51.81
2018-10-03,NC,13,,Others,,false,lite,0.0,3.34,1.06,6.16
2018-10-03,ND,1,,Kelly Armstrong,R,false,lite,0.9831,56.0,50.74,61.26
2018-10-03,ND,1,,Mac Schneider,D,false,lite,0.0169,39.09,33.79,44.36
2018-10-03,ND,1,,Charles Tuttle,IND,false,lite,0.0001,4.91,1.88,8.54
2018-10-03,NE,1,,Jeff Fortenberry,R,true,lite,0.967,60.34,53.31,67.39
2018-10-03,NE,1,,Jessica McClure,D,false,lite,0.033,39.66,32.61,46.69
2018-10-03,NE,2,,Don Bacon,R,true,lite,0.7978,53.41,48.08,58.72
2018-10-03,NE,2,,Kara Eastman,D,false,lite,0.2022,46.59,41.28,51.92
2018-10-03,NE,3,,Adrian Smith,R,true,lite,0.9998,75.77,68.75,82.67
2018-10-03,NE,3,,Paul Theobald,D,false,lite,0.0002,24.23,17.33,31.25
2018-10-03,NH,1,,Chris Pappas,D,false,lite,0.8952,54.42,47.69,61.15
2018-10-03,NH,1,,Eddie Edwards,R,false,lite,0.1048,41.7,34.99,48.39
2018-10-03,NH,1,,Others,,false,lite,0.0,3.87,1.32,6.98
2018-10-03,NH,2,,Ann Kuster,D,true,lite,0.9861,59.02,52.71,65.25
2018-10-03,NH,2,,Steven Negron,R,false,lite,0.0139,37.13,30.88,43.42
2018-10-03,NH,2,,Others,,false,lite,0.0,3.85,1.31,6.95
2018-10-03,NJ,1,,Donald Norcross,D,true,lite,0.9998,73.08,66.18,79.9
2018-10-03,NJ,1,,Paul E. Dilks,R,false,lite,0.0002,23.46,16.61,30.35
2018-10-03,NJ,1,,Others,,false,lite,0.0,3.46,1.13,6.35
2018-10-03,NJ,2,,Jeff Van Drew,D,false,lite,0.9589,56.21,49.97,62.38
2018-10-03,NJ,2,,Seth Grossman,R,false,lite,0.0411,39.54,33.29,45.74
2018-10-03,NJ,2,,Others,,false,lite,0.0,4.25,1.52,7.62
2018-10-03,NJ,3,,Andy Kim,D,false,lite,0.7361,51.25,45.98,56.51
2018-10-03,NJ,3,,Tom MacArthur,R,true,lite,0.2638,46.21,40.92,51.47
2018-10-03,NJ,3,,Lawrence Berlinski Jr.,CON,false,lite,0.0,2.55,0.73,4.83
2018-10-03,NJ,4,,Chris Smith,R,true,lite,0.9193,55.84,48.5,63.12
2018-10-03,NJ,4,,Joshua Welle,D,false,lite,0.0807,40.17,32.9,47.46
2018-10-03,NJ,4,,Others,,false,lite,0.0,3.99,1.38,7.2
2018-10-03,NJ,5,,Josh Gottheimer,D,true,lite,0.8129,52.86,46.09,59.68
2018-10-03,NJ,5,,John J. McCann Jr.,R,false,lite,0.1871,43.7,36.87,50.53
2018-10-03,NJ,5,,Others,,false,lite,0.0,3.44,1.11,6.31
2018-10-03,NJ,6,,Frank Pallone Jr.,D,true,lite,0.9992,70.41,63.36,77.37
2018-10-03,NJ,6,,Richard J. Pezzullo,R,false,lite,0.0008,29.59,22.63,36.64
2018-10-03,NJ,7,,Tom Malinowski,D,false,lite,0.5185,48.75,43.27,54.23
2018-10-03,NJ,7,,Leonard Lance,R,true,lite,0.4815,48.4,42.85,53.9
2018-10-03,NJ,7,,Others,,false,lite,0.0,2.85,0.85,5.38
2018-10-03,NJ,8,,Albio Sires,D,true,lite,1.0,83.06,76.58,89.41
2018-10-03,NJ,8,,John R. Muniz,R,false,lite,0.0,13.53,7.12,19.96
2018-10-03,NJ,8,,Others,,false,lite,0.0,3.41,1.1,6.28
2018-10-03,NJ,9,,Bill Pascrell Jr.,D,true,lite,1.0,75.15,68.06,82.21
2018-10-03,NJ,9,,Claudio Belusic,LIB,false,lite,0.0,2.84,0.85,5.34
2018-10-03,NJ,9,,Eric P. Fisher,R,false,lite,0.0,22.01,14.96,29.04
2018-10-03,NJ,10,,Donald Payne Jr.,D,true,lite,1.0,89.45,84.36,94.45
2018-10-03,NJ,10,,Agha Khan,R,false,lite,0.0,6.57,1.53,11.59
2018-10-03,NJ,10,,Others,,false,lite,0.0,3.98,1.37,7.18
2018-10-03,NJ,11,,Mikie Sherrill,D,false,lite,0.6867,50.7,44.22,57.07
2018-10-03,NJ,11,,Jay Webber,R,false,lite,0.3133,45.93,39.49,52.4
2018-10-03,NJ,11,,Others,,false,lite,0.0,3.37,1.08,6.19
2018-10-03,NJ,12,,Bonnie Watson Coleman,D,true,lite,1.0,77.41,70.77,84.07
2018-10-03,NJ,12,,Daryl Kipnis,R,false,lite,0.0,22.59,15.93,29.23
2018-10-03,NM,1,,Debra A. Haaland,D,false,lite,0.8865,52.55,46.83,58.15
