CD,Very low density,Low density,Medium density,High density,Incumbent,Party,Clinton16,Trump16,Obama12,Romney12,Obama08,McCain08,cong_R16,cong_D16,cong_Other16,PVI,cook_rating,cook_score,is_competitive_cook,D538,is_competitive538
MS-02,0.4895270771618171,0.35209054950030716,0.1583823733378756,0,Bennie Thompson,D,0.636,0.35100000000000003,0.664,0.33,0.642,0.35200000000000004,0.291466929029467,0.671059150251547,0.0374739207189858,-14,Solid D,-3,0,1,0
MS-03,0.6016005573012493,0.3231270489476252,0.07527239375112546,0,Gregg Harper,R,0.368,0.613,0.391,0.6,0.384,0.608,0.662010775964228,0.303689424702555,0.03429979933321748,13,Solid R,3,0,0.004,0
MS-04,0.4371475856059478,0.43419412254136375,0.12865829185268843,0,Steven Palazzo,R,0.282,0.6940000000000001,0.312,0.6759999999999999,0.311,0.679,0.650418431804404,0.278015919420042,0.0715656487755534,21,Solid R,3,0,0.0066,0
MT-AL,0.5187127891490154,0.2566457981358054,0.19603260142018056,0.028608811294998687,Greg Gianforte,R,0.359,0.565,0.41700000000000004,0.5539999999999999,0.473,0.495,0.561915282840158,0.405487258556488,0.0325974586033543,11,Lean R,1,1,0.209,0
NC-01,0.4412145533626551,0.30554880287631836,0.22843088329778294,0.024805760463243638,G. Butterfield,D,0.675,0.305,0.6809999999999999,0.312,0.6729999999999999,0.322,0.289613029977274,0.686232353100522,0.0241546169222039,-17,Solid D,-3,0,1,0
NC-02,0.34940689033651096,0.4360954502053572,0.20810702394863673,0.006390635509495145,George Holding,R,0.436,0.532,0.43,0.56,0.44799999999999995,0.5429999999999999,0.567085800899718,0.432914199100282,0,6,Lean R,1,1,0.3476,1
NC-03,0.48742881634333524,0.38211376402327896,0.1304574196333859,0,Walter Jones,R,0.369,0.605,0.406,0.585,0.424,0.568,0.672012134655129,0.327987865344871,0,12,Solid R,3,0,0,0
NC-04,0.09869632816241636,0.33872175269411436,0.48764284231250415,0.07493907683096505,David Price,D,0.682,0.282,0.645,0.342,0.6579999999999999,0.332,0.317821658881528,0.682178341118472,0,-16,Solid D,-3,0,1,0
NC-05,0.34904295116536865,0.517569458346271,0.13338759048836032,0,Virginia Foxx,R,0.39799999999999996,0.574,0.423,0.565,0.446,0.542,0.584016854564684,0.415983145435316,0,10,Solid R,3,0,0.0348,0
NC-06,0.38919747026465423,0.4407769195011914,0.162013601652996,0.008012008581158367,Mark Walker,R,0.414,0.561,0.43200000000000005,0.5589999999999999,0.452,0.5379999999999999,0.592291043713513,0.407708956286487,0,9,Solid R,3,0,0.1751,0
NC-07,0.5281827927311109,0.39598326202719836,0.07583394524169064,0,David Rouzer,R,0.39899999999999997,0.5760000000000001,0.43200000000000005,0.5589999999999999,0.446,0.546,0.60913817995663,0.39086182004337,0,9,Solid R,3,0,0.1398,0
NC-08,0.4926758390675878,0.4454847366822992,0.06183942425011302,0,Richard Hudson,R,0.41100000000000003,0.561,0.444,0.547,0.45299999999999996,0.539,0.587729263724868,0.412270736275132,0,8,Likely R,2,1,0.1171,0
NC-09,0.057787470921302445,0.5086605029822033,0.42178319237828904,0.011768833718205137,Robert Pittenger,R,0.428,0.544,0.43799999999999994,0.5539999999999999,0.452,0.54,0.58182277521632,0.41817722478368,0,7,Tossup,0,1,0.4518,1
NC-10,0.29411060874907907,0.6294246039546666,0.07646478729625435,0,Patrick McHenry,R,0.364,0.61,0.40399999999999997,0.585,0.41600000000000004,0.574,0.631390388398371,0.368609611601629,0,13,Solid R,3,0,0.0019,0
NC-11,0.5552045470318867,0.4356521053990667,0.009143347569046565,0,Mark Meadows,R,0.34,0.632,0.391,0.596,0.415,0.5710000000000001,0.64088977157671,0.35911022842329,0,14,Solid R,3,0,0.0035,0
NC-12,0.019981798849324526,0.43127712292345965,0.47002110977463274,0.07871996845258303,Alma Adams,D,0.684,0.284,0.6779999999999999,0.313,0.68,0.313,0.329759519038076,0.670240480961924,0,-18,Solid D,-3,0,0.9999,0
NC-13,0.2939572933898422,0.46062853447474744,0.24537735520613124,3.681692927905342e-5,Ted Budd,R,0.44,0.534,0.461,0.529,0.479,0.512,0.561033722277857,0.438966277722143,0,6,Tossup,0,1,0.4606,1
ND-AL,0.40623395393948614,0.2518263643056827,0.2671558705828337,0.07478381117199746,Kevin Cramer,R,0.27699999999999997,0.6409999999999999,0.389,0.5870000000000001,0.446,0.5329999999999999,0.691309730277523,0,0.30869026972247726,16,Solid R,3,0,0.0061,0
NE-01,0.3459401197882819,0.20794143292706113,0.35871361063061014,0.08740483665404689,Jeff Fortenberry,R,0.36200000000000004,0.575,0.408,0.575,0.442,0.5429999999999999,0.694526383592326,0.305473616407674,0,11,Solid R,3,0,0.0011,0
NE-02,0.04802321368667982,0.18268089285434416,0.5713998779405963,0.19789601551837965,Don Bacon,R,0.46,0.48200000000000004,0.457,0.528,0.5,0.488,0.489289232348738,0.477274303869473,0.0334364637817889,4,Lean R,1,1,0.3474,1
NE-03,0.6157093414107871,0.2738726524636111,0.11041800612560174,0,Adrian Smith,R,0.2,0.7490000000000001,0.278,0.7020000000000001,0.311,0.6709999999999999,1,0,0,27,Solid R,3,0,0,0
NH-01,0.2705090320264734,0.5184500517633422,0.14042573020128538,0.07061518600889888,Carol Shea-Porter,D,0.466,0.48200000000000004,0.502,0.486,0.528,0.46399999999999997,0.429461397219551,0.442860890093556,0.12767771268689337,2,Likely D,-2,1,0.9208,0
NH-02,0.5195593971063427,0.3198529098655703,0.1249762723079124,0.035611420720174605,Ann Kuster,D,0.486,0.462,0.542,0.445,0.56,0.431,0.453181790970743,0.4974301083545,0.04938810067475694,-2,Solid D,-3,0,0.9935,0
NJ-01,0.02355785073197238,0.25996624366513066,0.5296869074183665,0.18678899818453046,Donald Norcross,D,0.606,0.361,0.6509999999999999,0.33799999999999997,0.647,0.342,0.367914676583528,0.59982715329996406,0.0322581701165078,-13,Solid D,-3,0,0.9999,0
NJ-02,0.2669951051485675,0.4519977238939946,0.21481145143542238,0.06619571952201554,Frank LoBiondo,R,0.46,0.506,0.535,0.45399999999999996,0.532,0.455,0.592145603519199,0.372195637938851,0.03565875854194996,1,Likely D,-2,1,0.9743,1
NJ-03,0.08462659400928602,0.4734354964982017,0.41666222909582495,0.025275680396687338,Thomas MacArthur,R,0.452,0.514,0.518,0.47200000000000003,0.511,0.47700000000000004,0.593171980735231,0.38872767176736,0.018100347497409,2,Tossup,0,1,0.6384,1
NJ-04,0.03753910988561971,0.4741405380745641,0.38927944389527175,0.09904090814454451,Christopher Smith,R,0.41,0.5579999999999999,0.447,0.542,0.45299999999999996,0.536,0.637217299299034,0.335249065178969,0.02753363552199689,8,Solid R,3,0,0.0487,0
NJ-05,0.13597362675618543,0.27602671854591804,0.3325079948479149,0.25549165984998173,Josh Gottheimer,D,0.47700000000000004,0.488,0.479,0.509,0.485,0.505,0.466951534049351,0.511064521573818,0.0219839443768304,3,Likely D,-2,1,0.9546,0
NJ-06,0,0.2075485039135359,0.4842990618768068,0.3081524342096573,Frank Pallone,D,0.562,0.406,0.614,0.374,0.584,0.405,0.348883026173439,0.63732989162412,0.01378708220244083,-9,Solid D,-3,0,0.9998,0
NJ-07,0.12532257893656787,0.43890602321234046,0.32490496407041763,0.11086643378067412,Leonard Lance,R,0.486,0.475,0.46299999999999997,0.525,0.47200000000000003,0.516,0.540835479505871,0.431236631891396,0.0279278886027325,3,Tossup,0,1,0.5759,1
NJ-08,0,0.022365197928581215,0.047716036972745006,0.9299187650986738,Albio Sires,D,0.757,0.215,0.7829999999999999,0.20800000000000002,0.732,0.26,0.184900136658109,0.770391505469183,0.0447083578727078,-27,Solid D,-3,0,1,0
NJ-09,0,0.0574821000991244,0.19818073948029494,0.7443371604205807,Bill Pascrell,D,0.643,0.331,0.684,0.308,0.64,0.35200000000000004,0.280292571663766,0.697310089949495,0.02239733838673992,-16,Solid D,-3,0,1,0
NJ-10,0.0055983205793152385,0.00910015300481095,0.10804831915479675,0.877253207261077,Donald Payne,D,0.852,0.128,0.879,0.115,0.8490000000000001,0.146,0.118731791840051,0.856736289732506,0.02453191842744347,-36,Solid D,-3,0,1,0
NJ-11,0.016608590240041833,0.4736767777397176,0.3661265373108748,0.14358809470936584,Rodney Frelinghuysen,R,0.479,0.488,0.466,0.524,0.47,0.521,0.580010865931127,0.388552562449253,0.0314365716196207,3,Lean D,-1,1,0.7587,1
NJ-12,0.029981138765523524,0.2905007348972262,0.4728361833079829,0.20668194302926732,Bonnie Watson Coleman,D,0.65,0.318,0.665,0.324,0.657,0.33299999999999996,0.320152857944664,0.628581525392019,0.05126561666331759,-16,Solid D,-3,0,1,0
NM-01,0.10830793499999877,0.14359242753322987,0.4901073462149815,0.2579922912517899,Michelle Lujan Grisham,D,0.516,0.35100000000000003,0.5529999999999999,0.396,0.597,0.39,0.348526983418895,0.651473016581105,0,-7,Solid D,-3,0,0.9758,0
NM-02,0.37657277404958156,0.463165742244659,0.14756919397514426,0.01269228973061519,Stevan Pearce,R,0.39899999999999997,0.501,0.449,0.517,0.484,0.502,0.62720427240983,0.372489806264395,3.0592132577562e-4,6,Tossup,0,1,0.3146,1
NM-03,0.49346674421957376,0.2618712256827099,0.22758975379293253,0.01707227630478391,Ben Luján,D,0.518,0.36700000000000005,0.575,0.387,0.612,0.375,0.375829546868026,0.624170453131974,0,-8,Solid D,-3,0,0.9999,0
NV-01,3.4213042709607943e-4,0.036677943336425774,0.26670277945109694,0.6962771467853811,Dina Titus,D,0.616,0.326,0.6559999999999999,0.324,0.645,0.33,0.287621049949032,0.618719206591913,0.09365974345905541,-15,Solid D,-3,0,0.9998,0
NV-02,0.2543481903360584,0.2693194509295424,0.290138092546242,0.18619426618815715,Mark Amodei,R,0.397,0.52,0.44799999999999995,0.529,0.494,0.48200000000000004,0.583003548905967,0.369322388745628,0.0476740623484055,7,Solid R,3,0,0.009,0
NV-03,0.05188511343534452,0.1346097766405469,0.3777247222874611,0.43578038763664745,Jacky Rosen,D,0.465,0.475,0.495,0.48700000000000004,0.535,0.446,0.459623813765625,0.472303778906172,0.0680724073282031,2,Lean D,-1,1,0.6849,1
NV-04,0.12138242163210422,0.14185314767284252,0.3593559819681479,0.3774084487269053,Ruben Kihuen,D,0.495,0.446,0.544,0.43700000000000006,0.564,0.414,0.445099794617937,0.485186912723908,0.0697132926581554,-3,Likely D,-2,1,0.8544,0
NY-01,0.09983780120939424,0.4217342770199098,0.478427921770696,0,Lee Zeldin,R,0.42200000000000004,0.545,0.496,0.491,0.51,0.48,0.48908271326685,0.390981506066875,0.11993578066627547,5,Likely R,2,1,0.1098,0
NY-02,0.008773014098778764,0.10114834468606206,0.6606447181397986,0.22943392307536062,Peter King,R,0.439,0.53,0.516,0.47200000000000003,0.51,0.48,0,0.349527503887626,0.6504724961123731,3,Likely R,2,1,0.1609,0
NY-03,0.0037282598228380866,0.24133344590480307,0.4487853341221281,0.30615296015023075,Thomas Suozzi,D,0.516,0.455,0.508,0.48200000000000004,0.54,0.46,0.413114410307969,0.529754451756956,0.05713113793507562,-1,Solid D,-3,0,0.9934,0
NY-04,0.006803919954377661,0.04111561069480588,0.24375981942177719,0.7083206499290393,Kathleen Rice,D,0.534,0.43799999999999994,0.563,0.428,0.55,0.44,0,0.581025559105431,0.418974440894569,-4,Solid D,-3,0,0.9991,0
NY-05,6.64072456847577e-4,0.005074857218866308,0.030752670936888566,0.9635083993873975,Gregory Meeks,D,0.857,0.127,0.9059999999999999,0.091,0.86,0.14,0.11456342232086,0.846052862268177,0.03938371541096327,-37,Solid D,-3,0,1,0
NY-06,4.594666963657345e-4,0,0,0.9995405333036342,Grace Meng,D,0.6509999999999999,0.321,0.6779999999999999,0.31,0.63,0.36,0.231057946609091,0.693981513252707,0.07496054013820183,-16,Solid D,-3,0,0.9999,0
NY-07,0.0027677226814083553,9.846133742667476e-6,0.0046517244701106296,0.9925707067147383,Nydia Velázquez,D,0.8690000000000001,0.10400000000000001,0.884,0.10300000000000001,0.84,0.15,0.0786823950708305,0.87323713729001,0.0480804676391595,-38,Solid D,-3,0,1,0
NY-08,2.1210841852877863e-5,0.002324746711726272,0.024340766703793152,0.9733132757426277,Hakeem Jeffries,D,0.846,0.135,0.893,0.10099999999999999,0.86,0.14,0,0.88285122261656,0.11714877738343976,-36,Solid D,-3,0,1,0
NY-09,1.07971879404232e-5,0,0.001782885658662381,0.9982063171533972,Yvette Clarke,D,0.835,0.14400000000000002,0.853,0.138,0.84,0.15,0,0.856920041017863,0.14307995898213663,-34,Solid D,-3,0,1,0
NY-10,2.4868221980209882e-5,0,0.0012303260160855794,0.9987448057619343,Jerrold Nadler,D,0.7829999999999999,0.188,0.736,0.25,0.76,0.23,0.187709157286279,0.730623668999087,0.08166717371463345,-26,Solid D,-3,0,1,0
NY-11,5.617432256918224e-5,0.014616284711415517,0.055056316539512665,0.9302712244265027,Daniel Donovan,R,0.43799999999999994,0.536,0.516,0.473,0.48,0.51,0.527753027113814,0.366985627397048,0.10526134548913772,3,Likely R,2,1,0.2102,0
NY-12,0.0024069045572463225,0.001284785250488873,0.00722840032684275,0.989079909865422,Carolyn Maloney,D,0.833,0.135,0.769,0.215,0.8,0.19,0.167983242142204,0.782644327390324,0.04937243046747213,-31,Solid D,-3,0,1,0
NY-13,3.829688774623249e-5,0,0,0.9999617031122537,Adriano Espaillat,D,0.9229999999999999,0.054000000000000006,0.946,0.046,0.93,0.06,0.0561699688110997,0.8864407432285,0.05738928796039994,-43,Solid D,-3,0,1,0
NY-14,0.011737346141140232,0.003734309123278174,0.02393458549181488,0.9605937592437667,Joseph Crowley,D,0.777,0.198,0.807,0.183,0.76,0.23,0.150799392114309,0.775934680327271,0.07326592755841928,-29,Solid D,-3,0,1,0
NY-15,1.644719933933927e-4,1.1777799331780512e-5,0.019051670853062797,0.9807720793542121,José Serrano,D,0.938,0.049,0.9670000000000001,0.03,0.95,0.05,0.0352168516858581,0.952032912730699,0.012750235583442536,-44,Solid D,-3,0,1,0
NY-16,9.678701290016239e-4,0.046986461194723314,0.1820728318162681,0.7699728368600071,Eliot Engel,D,0.7509999999999999,0.225,0.737,0.255,0.73,0.26,0,0.894618188363407,0.10538181163659263,-24,Solid D,-3,0,1,0
NY-17,0.027446357264958546,0.40364359248569326,0.34013181649661567,0.2287782337527325,Nita Lowey,D,0.586,0.384,0.5710000000000001,0.418,0.58,0.41,0,0.894886534155182,0.10511346584481843,-7,Solid D,-3,0,0.9997,0
NY-18,0.23677578649908762,0.5146053624152271,0.16674838862952995,0.08187046245615529,Sean Maloney,D,0.47100000000000003,0.49,0.514,0.47100000000000003,0.52,0.47,0.381155090266082,0.483492095071812,0.13535281466210683,1,Solid D,-3,0,0.9878,0
NY-19,0.7163821626113728,0.23526003530822479,0.03440247953565874,0.013955322544743659,John Faso,R,0.44,0.508,0.521,0.45899999999999996,0.53,0.45,0.44180368903886,0.409461207877405,0.1487351030837348,2,Tossup,0,1,0.4831,1
NY-20,0.12945771735589864,0.3725612775044807,0.27999814188579486,0.21798286325382582,Paul Tonko,D,0.54,0.405,0.5920000000000001,0.38799999999999996,0.58,0.4,0.265405062766971,0.600199401794616,0.13439553543841323,-7,Solid D,-3,0,0.9999,0
NY-21,0.730736536491965,0.1306959081665174,0.12135199731917704,0.017215558022340562,Elise Stefanik,R,0.4,0.539,0.522,0.461,0.52,0.47,0.55977124494692,0.278662245145008,0.16156650990807242,4,Likely R,2,1,0.0513,0
NY-22,0.4537618850927086,0.23116173502397924,0.18793819395667558,0.12713818592663662,Claudia Tenney,R,0.39299999999999996,0.5479999999999999,0.488,0.49200000000000005,0.49,0.49,0.406730310091157,0.368842247362053,0.2244274425467901,6,Tossup,0,1,0.6354,1
NY-23,0.6458802528447095,0.17267983805999212,0.14409908556614515,0.0373408235291532,Tom Reed,R,0.397,0.545,0.484,0.496,0.5,0.49,0.489620533719413,0.38107494593097,0.12930452034961656,6,Solid R,3,0,0.0295,0
NY-24,0.30437823837393085,0.29483252663718645,0.2593273737414658,0.14146186124741691,John Katko,R,0.489,0.45299999999999996,0.57,0.41100000000000003,0.56,0.42,0.497591976565215,0.36592026215183,0.13648776128295517,-3,Lean R,1,1,0.1318,0
NY-25,0.04681990358020904,0.36378467216374655,0.3220671417531784,0.267328282502866,Vacant,Vacant,0.555,0.391,0.588,0.39399999999999996,0.59,0.4,0.349383576148371,0.517630305280959,0.1329861185706701,-8,Solid D,-3,0,0.9993,0
NY-26,0.012614723151306205,0.14713176126145297,0.40254256980091,0.4377109457863308,Brian Higgins,D,0.5760000000000001,0.38,0.639,0.34299999999999997,0.63,0.35,0.197208664294944,0.676606195809186,0.12618513989587055,-11,Solid D,-3,0,1,0
NY-27,0.48184112738435647,0.3491508616839361,0.16241412322628448,0.006593887705422905,Chris Collins,R,0.35200000000000004,0.597,0.429,0.5529999999999999,0.44,0.54,0.533771885806045,0.327947227721869,0.13828088647208525,11,Lean R,1,1,0.0544,0
OH-01,0.08011286903649227,0.3295188343837785,0.40858328983328407,0.18178500674644515,Steve Chabot,R,0.446,0.512,0.46299999999999997,0.524,0.47200000000000003,0.518,0.591942230289638,0.407691353709821,3.664160005411682e-4,5,Tossup,0,1,0.3596,1
OH-02,0.2952329629539568,0.2724248930200798,0.320060313065866,0.1122818309600975,Brad Wenstrup,R,0.397,0.5579999999999999,0.43700000000000006,0.547,0.44299999999999995,0.542,0.650034236611722,0.328242412843578,0.0217233505447001,9,Solid R,3,0,0.0374,0
OH-03,4.883468084301357e-4,0.16590556949903892,0.5158829125138411,0.3177231711786898,Joyce Beatty,D,0.67,0.28600000000000003,0.6970000000000001,0.289,0.674,0.313,0.314260119237621,0.685739880762379,0,-19,Solid D,-3,0,0.9999,0
OH-04,0.44097200889510035,0.377845305120995,0.16259341567316823,0.018589270310736386,Jim Jordan,R,0.307,0.643,0.42,0.56,0.43700000000000006,0.544,0.679888618664459,0.320111381335541,0,14,Solid R,3,0,0.0261,0
OH-05,0.4266967324936647,0.30918197612330817,0.22193657257375632,0.042184718809270806,Robert Latta,R,0.34600000000000003,0.597,0.441,0.539,0.46,0.522,0.709001104376636,0.290998895623364,0,11,Solid R,3,0,0.0022,0
OH-06,0.6590168291131556,0.25771455613362243,0.08326861475322196,0,Bill Johnson,R,0.267,0.693,0.42700000000000005,0.552,0.447,0.531,0.706759591088504,0.293240408911496,0,16,Solid R,3,0,1e-4,0
OH-07,0.414109933536244,0.39390177168950663,0.1501473311635688,0.041840963610680494,Bob Gibbs,R,0.32799999999999996,0.625,0.442,0.537,0.469,0.509,0.640345918146489,0.289572383404457,0.070081698449054,12,Solid R,3,0,0.0794,0
OH-08,0.2753774474748707,0.42758096025126996,0.25480871415419043,0.04223287811966885,Warren Davidson,R,0.306,0.6509999999999999,0.364,0.619,0.381,0.603,0.687646310667085,0.269715458394008,0.0426382309389074,17,Solid R,3,0,3e-4,0
OH-09,0.03389183432735947,0.1554843314056306,0.44980512909679043,0.3608187051702196,Marcy Kaptur,D,0.5870000000000001,0.365,0.6759999999999999,0.309,0.6679999999999999,0.316,0.313128988165639,0.686853306326532,1.77055078293756e-5,-14,Solid D,-3,0,0.9999,0
OH-10,0.08056077126089312,0.398678513907062,0.42216942091906606,0.09859129391297887,Michael Turner,R,0.44,0.513,0.48200000000000004,0.501,0.493,0.493,0.640887457590864,0.326738997391578,0.032373545017557785,4,Likely R,2,1,0.0517,0
OH-11,0.008812207116693614,0.11651268123957742,0.4184543815828671,0.4562207300608619,Marcia Fudge,D,0.805,0.17,0.8270000000000001,0.165,0.82,0.172,0.197462056388469,0.802537943611531,0,-32,Solid D,-3,0,1,0
OH-12,0.22849645135645708,0.40210852631206606,0.3111531913078829,0.058241831023593905,Troy Balderson,R,0.419,0.532,0.439,0.544,0.44799999999999995,0.537,0.665545354855457,0.298351936514327,0.03610270863021609,7,Lean R,1,1,0.3052,1
OH-13,0.08633700802466264,0.3693385470817507,0.4590999342452856,0.08522451064830108,Tim Ryan,D,0.511,0.446,0.629,0.354,0.623,0.358,0.322648407163543,0.677296398748068,5.51940883884625e-5,-7,Solid D,-3,0,0.9997,0
OH-14,0.21728734651192164,0.46433081561727846,0.2779273017303408,0.04045453614045906,David Joyce,R,0.42100000000000004,0.536,0.47600000000000003,0.509,0.491,0.494,0.625779044106101,0.37373275967899,4.88196214909113e-4,5,Likely R,2,1,0.1521,0
OH-15,0.4342966384855543,0.2506442331740544,0.24203025055165867,0.07302887778873265,Steve Stivers,R,0.39899999999999997,0.5529999999999999,0.46299999999999997,0.519,0.461,0.522,0.661645987167725,0.338354012832275,0,7,Solid R,3,0,0.0198,0
OH-16,0.1303534908728711,0.5034697544226693,0.33650801594946184,0.029668738754997752,James Renacci,R,0.395,0.562,0.452,0.534,0.47200000000000003,0.513,0.653293752748652,0.346706247251348,0,8,Solid R,3,0,0.0395,0
OK-01,0.11700888217767706,0.37809368306974567,0.44356899606073813,0.061328438691839085,Vacant,Vacant,0.327,0.614,0.342,0.6579999999999999,0.358,0.642,0,0,0,17,Solid R,3,0,0.0019,0
OK-02,0.7522904243536587,0.2044680625199507,0.04324151312639062,0,Markwayne Mullin,R,0.228,0.7290000000000001,0.322,0.6779999999999999,0.34299999999999997,0.657,0.706062409342805,0.232034068508945,0.0619035221482501,24,Solid R,3,0,0.0027,0
OK-03,0.6460450567802486,0.24744016787735057,0.09543410127495612,0.011080674067444691,Frank Lucas,R,0.209,0.736,0.261,0.7390000000000001,0.271,0.7290000000000001,0.782908659222683,0.217091340777317,0,27,Solid R,3,0,2e-4,0
OK-04,0.3766973299975784,0.2901394286107391,0.3078660371184699,0.025297204273212644,Tom Cole,R,0.28300000000000003,0.657,0.32899999999999996,0.6709999999999999,0.33899999999999997,0.6609999999999999,0.69628464915123,0.260828339398818,0.0428870114499521,20,Solid R,3,0,1e-4,0
OK-05,0.14050695311455663,0.2292445123956011,0.5047514002992844,0.12549713419055789,Steve Russell,R,0.39799999999999996,0.532,0.408,0.5920000000000001,0.408,0.5920000000000001,0.570923477207114,0.368082831378978,0.0609936914139074,10,Solid R,3,0,0.1444,0
OR-01,0.16310769985448056,0.1683716212682309,0.4578807932054227,0.21063988567186587,Suzanne Bonamici,D,0.573,0.345,0.573,0.4,0.596,0.377,0.369631970800989,0,0.630368029199011,-9,Solid D,-3,0,0.9996,0
OR-02,0.45033742428538354,0.33539962178137966,0.18827140466006523,0.0259915492731715,Greg Walden,R,0.364,0.565,0.405,0.568,0.433,0.5379999999999999,0,0.280086883665713,0.7199131163342867,11,Solid R,3,0,0.002,0
OR-03,0.061712155215760366,0.09713411568199827,0.2615323686321575,0.5796213604700838,Earl Blumenauer,D,0.7070000000000001,0.225,0.72,0.247,0.7290000000000001,0.243,0,0.718408285493847,0.28159171450615283,-24,Solid D,-3,0,1,0
OR-04,0.38954047710175843,0.2734372826178918,0.2586439302000294,0.07837831008032041,Peter DeFazio,D,0.461,0.46,0.517,0.45,0.542,0.42700000000000005,0,0,1,0,Solid D,-3,0,0.9948,0
OR-05,0.2300773022245845,0.18821715288491378,0.4742510946668407,0.10745445022366108,Kurt Schrader,D,0.483,0.441,0.505,0.47100000000000003,0.53,0.442,0.430017582040589,0,0.5699824179594116,0,Solid D,-3,0,0.9977,0
PA-01,0.040683126724244185,0.4588711278114162,0.43322752236574685,0.06721822309859278,Robert Brady,D,0.491,0.47100000000000003,0.502,0.486,0.539,0.45,0.177911423719295,0.821680729577578,4.07846703127716e-4,1,Tossup,0,1,0.1766,1
PA-02,0.006140196332181858,0.004694359726658931,0.05957537097395821,0.929590072967201,Dwight Evans,D,0.7290000000000001,0.249,0.774,0.218,0.731,0.261,0.0981905283634819,0.901420969076314,3.88502560203922e-4,-25,Solid D,-3,0,1,0
PA-03,0.001575600558229735,0.01543852591846504,0.03312949898948164,0.9498563745338235,Mike Kelly,R,0.909,0.07,0.917,0.076,0.9179999999999999,0.078,0.972086930634117,0,0.0279130693658827,-41,Solid D,-3,1,1,1
PA-04,0.015764291690110184,0.46519890368051947,0.3539343055914493,0.16510249903792104,Scott Perry,R,0.578,0.385,0.561,0.428,0.595,0.396,0.65999772649767,0,0.3400022735023301,-7,Solid D,-3,1,0.9973,1
PA-05,5.023615353844349e-6,0.1842859825415798,0.29233429397298977,0.5233746998700766,Glenn Thompson,R,0.626,0.344,0.634,0.35700000000000004,0.628,0.363,0.670798848915262,0.32794235492212,0.0012587961626183,-13,Likely D,-2,1,0.9999,1
PA-06,0.08523151959121675,0.5199519796303183,0.25214000039400875,0.14267650038445617,Ryan Costello,R,0.526,0.433,0.51,0.478,0.557,0.434,0.571924378921369,0.42728445566717,7.91165411461147e-4,-2,Likely D,-2,1,0.985,1
PA-07,0.08871210915757385,0.3684239185529911,0.34103859402308057,0.20182537826635444,Vacant,Vacant,0.48700000000000004,0.47600000000000003,0.529,0.45899999999999996,0.5660000000000001,0.42100000000000004,0,0.405174253060063,3.87199755563692e-4,-1,Lean D,-1,1,0.9331,0
PA-08,0.32758459599507517,0.3368324352639914,0.179376221069993,0.15620674767094034,Brian Fitzpatrick,R,0.43700000000000006,0.5329999999999999,0.5529999999999999,0.434,0.5670000000000001,0.423,0.5441944851416,0.455689987449522,1.15527408877756e-4,1,Likely D,-2,1,0.8655,1
PA-09,0.47520628463124054,0.2670102178345932,0.1931727548994008,0.06461074263476543,Bill Shuster,R,0.31,0.65,0.41200000000000003,0.5720000000000001,0.456,0.53,0.628037861345613,0,0.37196213865438765,14,Solid R,3,0,0.0055,0
PA-10,0.11804358660112951,0.44778603247833687,0.3103316101123785,0.12383877080815515,Tom Marino,R,0.434,0.523,0.46,0.526,0.486,0.503,0.700695116936179,0,0.29930488306382047,6,Lean R,1,1,0.232,0
PA-11,0.2151329539860479,0.477855198873949,0.2194524773355486,0.08755936980445453,Lou Barletta,R,0.34700000000000003,0.605,0.38,0.605,0.42,0.5710000000000001,0.636221231089247,0.36306094191663,7.1782699412339e-4,14,Solid R,3,0,0.0475,0
PA-12,0.7009327254225677,0.11122590918092881,0.12883174755118346,0.059009617845319995,Keith Rothfus,R,0.297,0.6609999999999999,0.368,0.615,0.41700000000000004,0.57,0.617087560116046,0.382052943843477,8.59496040476979e-4,17,Solid R,3,0,2e-4,0
PA-13,0.5877682709542382,0.17528706045832143,0.1952555506395671,0.04168911794787316,Brendan Boyle,D,0.255,0.7120000000000001,0.321,0.6659999999999999,0.37,0.618,0,0.999010657349313,9.89342650686905e-4,22,Solid R,3,1,0,1
PA-14,0.30895050499487614,0.44593249711483407,0.18702044106718543,0.0580965568231044,Michael Doyle,D,0.33899999999999997,0.629,0.406,0.583,0.447,0.542,0,0.742553896987819,0.2574461030121813,14,Likely R,2,1,0.0084,1
PA-15,0.7074540946356359,0.15146432012363553,0.1312396725053636,0.00984191273536497,Vacant,Vacant,0.265,0.698,0.35700000000000004,0.626,0.426,0.5579999999999999,0.583414950662325,0.3799154036385,0.03666964569917485,20,Solid R,3,0,0,0
PA-16,0.4044418191473075,0.2533133530183552,0.2503011438059483,0.09194368402838898,Lloyd Smucker,R,0.379,0.579,0.469,0.517,0.496,0.49,0.536620672760303,0.428185557892192,0.03519376934750585,8,Lean R,1,1,0.0352,0
PA-17,0.056733690640852395,0.4583577006634448,0.3432636946563451,0.1416449140393577,Matt Cartwright,D,0.46799999999999997,0.494,0.47200000000000003,0.517,0.486,0.505,0.461476602458164,0.537477297586474,0.00104609995536186,3,Likely D,-2,1,0.8785,0
PA-18,0.009496733483791894,0.22014806291188552,0.35416057883960195,0.4161946247647206,Conor Lamb,D,0.621,0.34600000000000003,0.635,0.35200000000000004,0.634,0.35700000000000004,0.983935218223058,0,0.0160647817769424,-13,Solid D,-3,0,1,0
